_Id,_CreationDate,_DisplayName,_LastAccessDate,_Reputation,_UpVotes,_Views
119851,2009-06-09T13:47:58.043,leadingzero,2013-09-18T15:12:52.613,166,90,84
120738,2009-06-10T18:05:13.907,Dave Loukola,2019-08-30T15:41:01.170,81,19,17
121515,2009-06-11T18:28:29.033,Garret Heaton,2019-08-30T19:18:49.207,881,167,118
126015,2009-06-19T22:39:19.287,vondip,2019-08-29T12:16:54.270,6054,2178,871
131227,2009-06-30T17:39:55.607,z5h,2019-08-31T15:08:15.970,17403,1148,1202
133406,2009-07-05T17:57:10.153,user133406,2012-10-15T17:35:26.447,6,0,5
140958,2009-07-19T13:06:34.777,DeNix,2010-12-09T15:57:01.170,11,0,7
141592,2009-07-20T19:02:34.883,Benjamin Curtis,2019-08-30T17:32:44.310,1385,15,181
143472,2009-07-23T06:58:37.230,user143472,2009-07-23T06:58:37.230,6,0,8
143495,2009-07-23T07:35:29.730,F'x,2019-08-27T12:46:47.487,9518,1001,707
144135,2009-07-23T23:24:09.900,gfxmonk,2019-08-31T11:38:56.153,5304,65,160
149178,2009-08-02T03:54:08.000,Gennadiy Rozental,2016-12-01T01:03:35.000,1454,3,671
151472,2009-08-06T01:45:18.650,modulaaron,2019-08-15T20:55:20.200,1191,57,66
154955,2009-08-12T09:48:29.850,Dorjan,2019-08-13T16:00:33.160,1350,73,180
163129,2009-08-25T22:44:13.797,user163129,2009-10-27T16:50:08.110,8,0,2
172523,2009-09-12T15:23:53.777,StevenzNPaul,2013-03-20T10:23:55.910,143,10,29
173108,2009-09-14T12:39:28.097,Henry Fatino,2019-07-25T18:36:06.163,3,0,5
173432,2009-09-14T22:45:13.713,chobo,2015-04-10T21:20:45.460,13747,327,940
184241,2009-10-05T08:59:59.887,Ali Awais,2017-02-09T00:21:06.833,108,2,30
184314,2009-10-05T11:23:04.717,Buddhi Dananjaya,2019-07-26T15:05:13.083,322,1340,158
185838,2009-10-07T18:18:10.123,SeanFlynn,2019-03-26T14:30:36.660,273,18,74
190547,2009-10-15T11:27:20.217,Argoron,2018-04-25T11:24:04.573,441,54,83
192354,2009-10-19T10:18:38.790,Jobin,2019-08-28T15:50:31.947,67,10,25
194157,2009-10-21T21:52:01.423,DeafNinja,2009-12-23T19:38:58.737,6,0,3
197063,2009-10-27T04:45:58.430,Rey,2019-08-12T05:01:18.537,120,36,16
199706,2009-10-30T14:52:05.613,Bo Flexson,2016-08-11T18:06:33.750,336,203,71
199977,2009-10-30T23:34:13.543,Ivanhoe,2016-07-13T16:07:09.193,464,6,44
201867,2009-11-03T16:33:17.313,Dhruv,2019-04-22T19:28:34.507,1330,64,46
202868,2009-11-04T19:07:18.260,Jalmarez,2014-07-14T18:40:51.807,1150,10,48
206559,2009-11-09T03:17:44.867,Hasan S,2010-03-16T17:56:02.240,3,0,5
207414,2009-11-10T00:28:04.450,user207414,2009-11-10T03:24:23.140,81,19,7
207772,2009-11-10T12:57:32.517,sml,2013-01-28T11:43:53.800,1832,101,72
212303,2009-11-16T18:42:04.183,tomconte,2019-08-07T09:22:16.903,958,57,65
214848,2009-11-19T18:15:15.757,Royce Thigpen,2009-11-22T22:49:23.880,16,0,11
214895,2009-11-19T19:19:12.740,Christopher Dancy,2019-08-29T14:57:13.413,381,198,127
215113,2009-11-20T00:56:26.867,Superhero,2010-02-09T21:10:08.123,87,9,24
216082,2009-11-21T13:56:05.450,Thor,2009-11-27T18:22:39.447,116,0,15
216660,2009-11-22T22:52:16.327,oskarpearson,2019-08-31T19:31:42.787,265,60,26
216929,2009-11-23T11:01:56.793,richquick,2013-10-01T05:55:22.400,35,5,13
216944,2009-11-23T11:16:31.213,Joaozinho das Couves,2019-08-30T21:06:05.617,126,19,18
217274,2009-11-23T19:23:44.267,David,2010-05-30T15:14:52.567,1,0,1
218464,2009-11-25T10:11:15.780,johncc,2016-10-10T09:24:30.223,683,8,31
218667,2009-11-25T14:50:28.180,cmjreyes,2014-01-14T15:08:19.793,206,16,27
220966,2009-11-29T19:49:49.233,media09,2009-11-29T21:42:56.910,13,0,1
221802,2009-12-01T03:34:59.090,peter karasev,2019-08-30T23:49:58.460,1856,170,468
224181,2009-12-03T19:18:11.413,user224181,2009-12-11T03:14:29.263,6,0,3
225392,2009-12-05T12:52:49.363,suki,2010-01-10T00:32:39.370,29,0,11
230526,2009-12-13T02:51:34.237,Gabriel Mazetto,2019-09-01T03:33:32.747,870,283,130
231256,2009-12-14T13:00:01.073,lfejoz,2013-09-03T14:24:26.500,1,0,4
231758,2009-12-15T01:29:29.637,nphp101,2011-04-21T05:48:14.410,1,0,15
232451,2009-12-15T21:14:16.880,Purni,2015-09-14T05:50:03.453,161,38,120
233428,2009-12-17T00:53:22.840,skerit,2019-08-30T10:14:36.890,8551,648,459
234469,2009-12-18T10:57:17.613,Seraphim,2010-03-19T06:03:50.540,6,0,3
234474,2009-12-18T11:09:51.277,Megan,2009-12-18T23:00:28.060,1,0,9
235495,2009-12-20T13:57:04.720,Shosho,2010-02-06T13:30:10.010,1,0,1
235649,2009-12-20T21:32:28.167,Benjamin Coe,2018-02-25T16:19:46.970,519,0,33
235791,2009-12-21T05:04:11.030,ba.,2009-12-22T00:42:12.663,3,0,3
237238,2009-12-22T22:57:07.227,PeterL,2019-08-29T21:52:52.743,1312,145,73
238409,2009-12-24T23:06:28.690,Kelly Stevens,2010-01-17T16:26:49.297,1,0,4
239270,2009-12-27T19:45:04.137,FricFrac,2010-01-01T05:04:15.663,6,0,5
239473,2009-12-28T08:55:11.930,John Doe,2010-01-03T02:24:41.943,1,0,3
241001,2009-12-30T16:12:06.470,Hitesh Manchanda,2014-02-26T13:07:51.800,257,20,79
242641,2010-01-03T10:49:45.600,jay.lee,2019-08-30T06:08:13.457,13581,320,310
243139,2010-01-04T11:29:01.420,Jozef Briss,2010-06-18T14:05:35.483,1,0,3
245080,2010-01-06T21:25:49.320,José,2010-01-06T21:55:54.170,18,0,3
246148,2010-01-08T04:55:56.890,hansi,2010-01-25T08:35:06.280,6,0,5
250331,2010-01-13T23:51:22.100,AntRamm,2010-09-10T14:54:57.840,26,1,10
254432,2010-01-19T22:12:55.850,Doug Farrell,2010-01-19T22:12:55.850,6,0,2
256088,2010-01-21T18:52:28.733,cssbit,2010-01-22T17:49:35.907,1,0,6
257838,2010-01-24T14:43:52.010,manolovn,2019-06-20T16:38:38.580,51,3,15
261010,2010-01-28T13:36:26.977,abenci,2019-08-28T06:24:08.177,3919,492,839
261251,2010-01-28T18:50:57.393,Andrei,2017-10-28T09:02:01.247,943,27,100
261642,2010-01-29T07:56:34.703,Robert Stewart,2019-05-03T04:58:57.983,2930,10,113
261704,2010-01-29T09:40:52.150,rocky802,2019-08-29T07:11:12.147,26,33,8
264471,2010-02-02T15:43:49.140,Mark M,2016-01-11T14:09:15.820,951,88,63
265507,2010-02-03T17:51:20.067,ian_6500,2015-05-04T20:11:14.927,173,17,57
270267,2010-02-10T12:34:18.480,Ketan Mayangar,2010-02-17T07:53:21.167,1,0,9
270853,2010-02-11T05:54:13.920,slk,2015-03-31T04:16:23.177,135,40,55
275517,2010-02-17T18:59:01.113,lollinus,2018-10-03T06:51:27.143,399,55,31
280069,2010-02-24T05:42:37.733,Brian Piercy,2019-08-31T23:13:32.603,302,38,77
283104,2010-02-28T14:35:03.500,Alex,2019-08-30T13:29:25.197,178,41,36
284601,2010-03-02T17:10:26.810,Dave Porter,2010-03-18T19:55:56.760,14,0,3
285915,2010-03-04T02:08:07.500,mrmcgreg,2019-08-31T16:37:18.633,2101,601,162
286278,2010-03-04T13:27:20.303,agata,2010-03-04T13:27:20.303,21,0,0
287560,2010-03-06T02:00:12.933,João Pereira,2019-08-30T15:24:54.897,1361,18,100
288043,2010-03-07T03:09:06.617,clone1018,2019-08-31T14:33:03.010,667,16,102
288571,2010-03-08T07:16:02.927,Rek,2010-10-15T19:50:37.047,1,0,2
289593,2010-03-09T11:25:57.563,FrontSvin,2016-04-21T09:56:52.563,31,11,8
292159,2010-03-12T07:24:57.187,user292159,2011-01-23T09:30:41.503,6,0,1
293625,2010-03-14T23:51:16.737,Bruce,2010-12-08T22:35:59.523,16,0,2
295793,2010-03-17T15:46:47.407,Daniel,2011-10-18T12:28:29.423,176,13,47
298385,2010-03-21T10:22:09.073,ahkeno,2018-11-21T09:49:25.807,103,12,118
298857,2010-03-22T08:40:03.323,Trent,2010-04-30T10:47:20.563,11,0,1
300685,2010-03-24T10:01:23.650,ozz,2019-08-30T09:06:41.553,3187,1030,176
302296,2010-03-26T05:14:29.500,Drew,2010-09-08T00:29:36.993,11,0,2
302496,2010-03-26T12:23:47.327,Ashton King,2011-05-04T12:31:15.193,21,0,5
306279,2010-03-31T18:32:35.910,James,2010-03-31T18:32:35.910,1,0,1
306978,2010-04-01T14:35:44.263,KeRneL,2011-02-22T11:40:10.600,11,0,1
307303,2010-04-01T21:52:00.740,tpunder,2019-08-28T00:34:26.103,491,7,31
311594,2010-04-08T04:33:41.693,Tom Seago,2011-06-21T20:42:12.660,53,0,16
313111,2010-04-09T19:21:31.467,cqx2234,2010-04-09T19:21:31.467,96,0,6
319025,2010-04-17T02:50:13.807,Kevin Franke,2010-10-23T04:12:27.157,1,0,10
319918,2010-04-19T00:00:57.827,welldan97,2018-10-14T23:36:05.453,2635,528,163
321664,2010-04-20T20:08:28.440,Toiski,2010-04-21T14:27:42.387,1,0,1
321772,2010-04-20T22:13:17.837,Adam,2019-08-30T17:58:14.600,13181,1614,806
323332,2010-04-22T14:20:56.440,Richard,2014-01-28T16:03:50.800,5602,139,411
324333,2010-04-23T15:41:56.137,user324333,2016-03-22T22:04:36.303,16,1,3
325976,2010-04-26T12:27:37.340,neandr,2019-08-27T14:58:02.633,79,5,20
328210,2010-04-28T19:07:48.373,Blake,2015-04-14T21:00:07.997,142,18,12
328630,2010-04-29T07:59:09.017,Nicolas,2017-08-10T15:12:27.010,91,3,24
328776,2010-04-29T10:29:54.997,Sunny,2010-04-30T11:11:59.577,1,0,0
331025,2010-05-02T22:58:24.393,Eric,2010-06-03T01:18:29.007,3,0,5
331329,2010-05-03T10:38:12.953,user331329,2010-05-07T10:46:19.603,1,0,22
331735,2010-05-03T19:44:13.217,Aks,2019-08-30T19:56:53.647,3189,76,158
332349,2010-05-04T12:32:43.670,Igor,2010-10-31T18:36:40.097,14,0,0
337184,2009-03-09T07:23:47.697,John Biesnecker,2019-07-19T16:18:09.250,2787,86,292
337288,2010-05-10T13:47:28.987,Tony Oldfield,2010-06-25T18:54:01.133,8,0,1
337520,2010-05-10T17:37:29.613,Nathan Hernandez,2010-05-12T02:42:32.243,1,0,1
337535,2010-05-10T17:49:29.360,Jon Free,2014-05-15T15:39:28.597,103,9,22
340466,2010-05-13T16:08:29.870,Ray,2010-05-13T22:18:34.760,141,0,2
342082,2010-05-15T19:53:06.120,Dan F.,2019-08-29T07:42:39.150,105,37,17
343813,2010-05-18T08:50:41.667,Jaroslav Moravec,2019-08-29T11:36:26.727,293,36,114
344230,2010-05-18T16:14:38.247,MKZ,2010-05-26T05:14:06.363,11,0,2
346012,2010-05-20T10:37:47.623,Marthin,2019-08-30T20:01:00.710,3494,785,554
348937,2010-05-24T12:28:59.230,wujtehacjusz,2013-09-03T14:25:43.093,32,8,6
349367,2010-05-24T21:56:13.833,nivshah,2019-08-28T13:34:45.043,41,17,5
349399,2010-05-24T22:28:14.607,wiggles,2013-11-19T11:31:02.253,329,41,40
349460,2010-05-25T00:21:53.117,Fred Griffith,2010-05-28T18:07:12.203,6,0,3
350828,2010-05-26T11:13:44.900,Jamison,2014-08-28T12:05:07.700,953,82,66
351336,2010-05-26T20:03:27.710,Will,2010-06-07T15:47:45.570,6,0,1
351722,2010-05-27T08:10:01.320,vaibhav jain,2010-05-27T08:10:01.320,11,0,7
352472,2010-05-28T00:22:52.080,user352472,2019-08-29T22:53:10.117,400,175,42
352667,2010-05-28T07:44:14.817,nanoquetz9l,2010-05-28T08:02:04.383,11,0,12
354363,2010-05-31T07:02:36.560,Ganesh Kumar,2010-07-08T09:28:13.047,26,0,4
354627,2010-05-31T13:35:08.197,pratikone,2019-08-30T21:41:51.327,43,281,28
354846,2010-05-31T19:28:38.427,iman,2010-08-13T23:39:30.267,16,0,3
355364,2010-06-01T11:54:35.680,lpacheco,2019-08-30T15:05:30.323,518,275,61
356541,2010-06-02T14:32:11.357,Barney,2019-08-23T01:15:10.663,13865,443,1249
356956,2010-06-02T23:01:16.547,Thomas,2017-09-29T17:41:09.903,3,0,12
357176,2010-06-03T07:00:01.367,Joanna Carter,2010-06-03T07:00:01.367,21,0,5
358242,2010-06-04T08:30:01.013,RnMss,2019-05-06T17:04:57.530,2086,182,109
362303,2010-06-09T10:26:59.077,JaeRae,2014-11-13T09:48:02.287,16,0,9
362557,2010-06-09T14:41:37.257,Choli,2010-06-09T14:41:37.257,11,0,5
363000,2010-06-10T00:24:41.763,Dan B,2019-08-14T16:18:03.743,121,16,11
365987,2010-06-14T02:54:44.447,Diego Medaglia,2019-08-28T19:44:06.290,138,83,32
367096,2010-06-15T09:52:03.713,obaylis,2019-08-30T09:51:03.927,1851,409,155
367201,2010-06-15T11:44:29.840,user367201,2018-11-16T05:43:48.413,41,1,4
367735,2010-06-15T22:00:56.270,Ben,2011-01-31T03:29:23.670,41,0,1
369925,2010-06-18T02:19:23.670,KMod,2019-08-21T15:46:08.180,5,0,10
370905,2010-06-19T07:37:12.823,NH884,2010-07-01T12:55:46.863,54,23,7
371813,2010-06-21T02:58:58.947,Patrick,2010-08-30T02:31:15.003,1571,0,10
371915,2010-06-21T07:18:28.867,swe_mattias,2019-08-30T15:15:34.133,351,26,82
379550,2010-06-29T23:18:28.190,Tomislav Markovski,2019-08-31T01:09:51.827,9897,554,1165
380120,2010-06-30T13:39:43.240,Gil Robledo,2010-07-06T13:04:17.573,1,0,0
381194,2010-07-01T14:21:20.117,Joost,2010-08-25T07:35:06.467,36,0,2
381260,2010-07-01T15:47:11.860,tan,2019-08-29T07:38:59.283,3,0,18
383730,2010-07-05T13:29:43.977,Yoot,2010-07-08T14:26:38.907,23,0,1
384729,2010-07-06T15:56:56.440,sjpizzle,2018-02-02T17:25:38.230,1,0,9
384791,2010-07-06T17:19:49.473,Bill Smith,2010-07-06T17:59:26.840,6,0,0
387200,2010-07-08T22:01:30.443,Rincewind,2010-08-06T22:29:52.893,41,0,5
390614,2010-07-13T15:31:46.657,Weptile,2017-08-15T10:52:07.170,99,14,28
390652,2010-07-13T15:59:51.643,kecoman,2012-04-13T20:10:33.773,1,0,5
391098,2010-07-14T01:29:15.210,Ahmed,2019-08-30T15:25:41.617,548,28,116
392923,2010-07-15T15:50:28.130,lebedov,2019-01-15T20:17:15.310,818,4,118
393021,2010-07-15T17:23:09.670,iGbanam,2019-08-27T19:15:04.593,4215,1183,765
394950,2010-07-18T03:16:12.857,user394950,2011-07-18T17:51:21.683,101,0,1
402008,2010-07-26T07:28:17.440,Jeroen Rosenberg,2019-08-27T12:44:27.113,3072,80,481
402128,2010-07-26T10:03:33.437,user402128,2019-01-30T05:18:57.047,1,0,2
402888,2010-07-27T02:07:03.493,user402888,2010-12-27T22:37:05.263,1,0,0
403199,2010-07-27T09:34:26.030,user403199,2010-08-04T12:21:42.997,51,0,1
404061,2010-07-28T02:22:08.793,Gordon Royle,2019-09-01T05:06:41.630,157,11,24
404283,2010-07-28T08:44:49.893,MarkusS,2010-08-26T13:50:49.613,18,0,5
406992,2010-07-30T17:51:06.890,ajdecon,2017-05-04T22:32:07.720,190,8,18
407501,2010-07-31T14:55:23.280,e0__,2010-08-01T12:10:32.777,11,0,2
409619,2010-08-03T12:01:12.063,PHearst,2010-11-11T13:31:15.650,8,0,2
409663,2010-08-03T12:55:36.153,Erik Doernenburg,2019-08-29T08:14:25.243,2648,64,495
410066,2010-08-03T19:33:21.507,jjf,2010-08-04T14:14:06.313,8,0,0
413972,2010-08-07T18:06:59.770,Dado,2019-09-01T00:00:41.253,708,97,68
414925,2010-08-09T09:54:20.520,peter,2010-08-11T18:35:43.850,343,0,19
417642,2010-08-11T19:12:00.813,drecute,2019-08-28T05:19:28.663,423,152,109
419109,2010-08-13T02:25:47.043,Steven Bluen,2019-08-30T20:14:52.030,104,679,102
420042,2010-08-13T22:00:25.080,Dima,2019-08-27T15:43:11.907,678,302,155
420377,2010-08-14T12:51:01.260,Andrew Guenther,2018-03-12T03:20:05.230,679,42,142
420918,2010-08-15T11:20:37.440,Eugene,2010-10-28T14:06:15.830,6,0,3
423137,2010-08-17T17:16:24.930,JoseCastro,2019-08-28T18:39:42.860,30,12,3
426991,2010-08-21T07:37:24.537,mjsottile,2018-06-05T20:10:53.073,141,3,10
428268,2010-08-23T09:49:40.037,Alex,2011-05-12T07:51:31.957,136,0,4
429169,2010-08-24T06:11:21.677,venki,2011-02-10T10:57:08.547,6,0,0
430332,2010-08-25T06:16:54.073,Gyana,2018-04-23T06:10:23.477,1,0,2
431314,2010-08-25T23:44:10.730,angusC,2010-12-13T19:43:19.087,866,2,19
433060,2010-08-27T15:11:01.507,Andy Grove,2011-02-20T10:08:54.387,71,0,6
433216,2010-08-27T17:55:26.320,Bill Dolan,2019-02-27T17:29:24.193,139,62,45
435801,2010-08-31T10:10:12.873,IrishGuy,2019-08-29T14:05:35.523,47,5,4
435908,2010-08-31T12:25:42.450,user435908,2010-09-30T07:35:30.293,6,0,4
436033,2010-08-31T14:30:09.950,PaloNikolas,2018-11-23T16:09:02.743,6,0,6
439456,2010-09-04T05:06:47.030,Chris,2019-08-31T11:44:45.387,284,4,28
441658,2010-09-07T16:56:58.833,Wendy,2010-09-08T07:18:39.987,1,0,0
441813,2010-09-07T20:34:45.643,pythonnewbie,2010-09-24T19:46:35.067,151,0,16
442419,2010-09-08T12:44:40.233,N Chary,2010-09-16T09:19:10.407,1,0,1
443224,2010-09-09T08:55:30.917,Jonni,2017-05-05T17:00:38.983,1,0,0
443543,2010-09-09T15:09:52.903,J.T.,2019-06-25T13:15:37.737,2196,95,143
443845,2010-09-09T21:12:20.370,Sam,2010-10-29T10:59:27.743,1,0,4
445014,2010-09-11T09:10:31.010,GarethPoole,2017-06-15T02:19:11.663,13,0,1
445323,2010-09-11T22:35:20.697,Allison,2015-01-09T05:33:33.027,1,0,29
447232,2010-09-14T10:21:21.380,scraplesh,2019-08-29T19:28:24.057,851,395,114
448924,2010-09-15T22:13:13.750,mrtech,2011-11-02T14:46:25.957,6,0,6
449617,2010-09-16T14:18:45.837,user449617,2010-09-16T14:18:45.837,1,0,0
449958,2010-09-16T20:07:08.080,Rawkode,2019-08-29T19:13:55.043,19072,138,748
452676,2010-09-20T11:46:11.167,mobz,2012-01-17T16:35:55.900,3,0,6
454147,2009-09-24T06:00:07.557,aafr,2018-01-20T03:28:27.687,1,0,7
457030,2010-09-24T08:16:23.860,Syaiful Nizam Yahya,2019-08-30T10:50:05.110,1938,560,532
457171,2010-09-24T10:44:14.977,SomethingBetter,2019-08-31T20:46:22.920,711,56,143
457208,2010-06-10T09:12:31.573,Blanca Hdez,2017-12-22T04:27:32.600,1843,282,641
458075,2010-09-25T10:18:03.487,Marky Mark,2010-09-25T10:18:03.487,6,0,1
458219,2010-09-25T15:38:45.600,Dmitriy Yurchenko,2014-06-10T22:41:47.073,176,36,45
460732,2009-11-05T11:29:37.510,Gregor A. Lamche,2019-08-29T11:15:57.437,131,46,40
461200,2010-09-29T00:00:00.593,Lucho,2019-02-05T13:47:01.767,96,61,11
461696,2010-04-07T13:45:50.277,mgargse,2018-07-18T13:37:53.110,1088,6,25
462171,2010-09-29T19:25:47.403,Kriz,2013-11-22T12:23:49.813,12,0,19
464916,2010-10-03T00:37:26.290,Scott Buff,2012-09-21T00:06:49.530,21,0,2
465415,2010-10-03T22:30:10.340,Look Out Explosive Woofy,2019-08-29T23:09:59.317,180,10,26
466994,2010-10-05T15:20:36.063,Max,2010-10-05T17:34:36.233,1,0,0
468224,2010-10-06T16:37:51.223,Sebakotiv,2013-07-05T13:14:39.140,81,1,5
469730,2010-10-08T00:14:20.723,Ehask,2019-08-29T16:36:05.320,76,32,43
473084,2010-10-12T08:26:11.653,semicode,2011-06-03T04:54:39.390,23,1,38
474061,2010-10-13T04:24:24.177,Vishal,2010-10-14T10:30:39.077,6,0,2
474645,2010-10-13T15:06:14.283,Jonasle,2013-08-13T08:33:58.643,1,0,0
474685,2010-10-13T15:35:30.920,Bryan,2010-10-21T16:03:46.970,6,0,3
476915,2010-10-15T13:12:21.460,Rupesh,2011-01-16T11:37:09.327,1,0,4
478111,2010-10-16T19:20:06.850,Justin,2010-10-17T20:07:44.097,1,0,2
478238,2010-10-16T23:45:37.327,user478238,2010-10-24T03:10:04.767,26,0,4
478522,2010-10-17T13:05:16.807,Steven,2010-10-25T10:48:53.210,6,0,2
480913,2010-10-19T19:23:30.787,subdir,2019-08-22T15:49:45.390,718,18,20
481830,2010-10-20T14:20:23.040,Liam,2011-06-01T18:12:46.753,1,0,0
482884,2010-10-21T10:50:05.147,user482884,2011-08-06T10:56:19.637,11,0,1
485668,2010-10-24T15:23:30.763,Peter,2010-10-24T15:39:21.737,13,0,1
488088,2010-10-26T20:30:00.090,Kyle,2010-11-09T19:06:24.470,36,0,0
490891,2010-10-29T04:56:36.693,andreas,2011-01-31T13:01:11.877,96,0,23
491122,2010-10-29T09:35:43.470,user491122,2011-07-07T04:45:21.637,6,0,11
492734,2010-10-31T12:22:45.907,Fernandez,2010-11-07T11:57:12.110,131,0,3
495287,2010-11-02T21:26:26.447,Phil Lee,2011-02-17T18:28:19.983,16,0,1
496517,2010-11-03T21:37:58.593,Mason Stewart,2019-08-30T20:01:13.647,689,242,119
497424,2010-11-04T16:37:03.940,Moe_Wilensky,2010-11-08T21:09:15.343,11,0,5
498000,2010-11-05T04:33:16.230,john doe,2010-11-05T04:49:22.290,26,0,3
499756,2010-11-07T10:08:52.930,Kyle Wild,2019-08-22T22:37:36.600,7430,428,860
499986,2010-11-07T17:41:19.637,user499986,2013-09-24T08:53:02.557,108,1,19
500138,2010-11-07T22:36:59.613,Ortuman,2010-11-07T22:36:59.613,11,0,3
502500,2010-11-09T22:25:54.250,Cristian,2010-11-10T22:16:06.110,36,0,2
504941,2010-11-11T19:07:14.447,voldomazta,2019-09-01T02:29:37.153,953,24,116
508359,2010-11-15T14:29:37.720,Terje Bergesen,2011-01-11T11:21:48.530,1,0,3
511220,2010-11-17T19:10:23.210,Lukas Eder,2010-11-17T19:10:23.210,877,0,171
512912,2010-11-18T23:54:17.533,Anon,2011-02-28T17:37:02.943,1,0,0
512978,2010-11-19T02:00:53.303,Scott Davey,2018-01-24T03:29:41.900,487,3,22
513677,2010-11-19T15:42:11.747,brivad,2016-08-24T15:24:06.680,1,0,6
514816,2010-11-21T01:05:53.573,Chris McMahan,2019-05-27T00:23:38.237,2105,7,45
514982,2010-11-21T08:54:46.393,Meat,2010-11-27T05:21:40.630,1,0,1
